Name,Score,Genre,Episodes,Studios,Rating
Morita-san wa Mukuchi. Specials,6,Comedy,3,Seven,PG-13 - Teens 13 or older
Saint Seiya Omega,6,Action,3,Toei Animation,PG-13 - Teens 13 or older
Utakata Hanabi,6,Music,3,Madhouse,G - All Ages
AWOL,6,Action,3,Studio Deen,PG-13 - Teens 13 or older
Jewelpet Kira☆Deco!,7,Fantasy,3,Studio Comet,PG - Children
Jewelpet Movie: Sweets Dance Princess,6,Fantasy,3,Studio Comet,PG - Children
Arcana Famiglia,6,Action,3,J.C.Staff,PG-13 - Teens 13 or older
Himitsu no Akko-chan: Umi da! Obake da!! Natsu Matsuri,6,Magic,3,Toei Animation,G - All Ages
Naruto SD: Rock Lee no Seishun Full-Power Ninden,7,Action,3,Studio Pierrot,PG-13 - Teens 13 or older
Sono Mukou no Mukougawa,6,Music,3,Unknown,G - All Ages
Arashi no Yoru ni: Himitsu no Tomodachi,7,Adventure,3,Sparky Animation,G - All Ages
Anime Koukyoushi: Jungle Taitei,7,Adventure,3,Madhouse,G - All Ages
Aimai Elegy,7,Music,3,Unknown,PG-13 - Teens 13 or older
Tennis no Ouji-sama: Another Story II - Ano Toki no Bokura Specials,7,Sports,3,Production I.G,PG-13 - Teens 13 or older
Fushigi na Kusuri,5,Slice of Life,3,Unknown,G - All Ages
Kitsutsuki Keikaku,5,Slice of Life,2,Unknown,G - All Ages
Youkoso Uchuujin,5,Comedy,2,Unknown,G - All Ages
Hana to Mogura,6,Comedy,2,Unknown,G - All Ages
Ojiichan ga Kaizoku Datta Koro,6,Comedy,2,Unknown,G - All Ages
Nazo no Kanojo X: Nazo no Natsu Matsuri,7,Ecchi,2,Unknown,PG-13 - Teens 13 or older
Hakuouki Reimeiroku,7,Action,2,Studio Deen,R - 17+ (violence & profanity)
Hakuouki Movie 1: Kyoto Ranbu,8,Action,2,Studio Deen,PG-13 - Teens 13 or older
Hakuouki Movie 2: Shikon Soukyuu,8,Action,2,Studio Deen,PG-13 - Teens 13 or older
Shinsekai yori,8,Drama,2,A-1 Pictures,R - 17+ (violence & profanity)
Itsuka Tenma no Kuro Usagi Special,6,Comedy,2,Zexcs,PG-13 - Teens 13 or older
Gakkatsu!,7,Comedy,2,NHK,G - All Ages
Shiba Inuko-san,6,Comedy,2,Hotline,G - All Ages
Baku Tech! Bakugan,6,Action,2,Unknown,PG - Children
Cardfight!! Vanguard: Asia Circuit-hen,7,Action,2,TMS Entertainment,PG-13 - Teens 13 or older
Renkyori Enai,6,Music,2,Unknown,G - All Ages
Kuromajo-san ga Tooru!!,6,Comedy,2,Shin-Ei Animation,PG - Children
Furusato Saisei: Nippon no Mukashibanashi,7,Historical,2,Tomason,G - All Ages
Buta,6,Adventure,2,Telecom Animation Film,G - All Ages
Wasurenagumo,7,Comedy,2,Production I.G,PG-13 - Teens 13 or older
Puka Puka Juju,7,Fantasy,2,Unknown,G - All Ages
Shiranpuri (Movie),6,Drama,2,Shirogumi,R - 17+ (violence & profanity)
Fate/Zero Remix,7,Action,2,ufotable,R - 17+ (violence & profanity)
Juusen Battle Monsuno,6,Action,2,Larx Entertainment,PG - Children
"Misenai Namida wa, Kitto Itsuka",6,Fantasy,2,Unknown,G - All Ages
Monster Farm: Legend e no Michi,7,Action,2,TMS Entertainment,PG - Children
Guskou Budori no Denki (2012),6,Slice of Life,2,Tezuka Productions,G - All Ages
Metal Fight Beyblade Zero G,6,Adventure,2,"Tatsunoko Production, SynergySP",PG - Children
Mugen no Ryvius: Illusion,6,Comedy,2,Sunrise,PG-13 - Teens 13 or older
Mass Effect: Paragon Lost,6,Action,2,Production I.G,R - 17+ (violence & profanity)
Shin Tennis no Ouji-sama Specials,8,Action,2,"Production I.G, M.S.C",PG-13 - Teens 13 or older
Lupin III: Lupin Ikka Seizoroi,7,Adventure,2,Unknown,PG-13 - Teens 13 or older
Lupin VIII,6,Adventure,2,TMS Entertainment,PG-13 - Teens 13 or older
Shin Hikari Shinwa: Palutena no Kagami,6,Adventure,2,"Production I.G, Studio 4°C, Shaft",PG-13 - Teens 13 or older
Blossom,7,Music,2,Ordet,G - All Ages
Haru wa Kuru,6,Adventure,2,Studio 4°C,G - All Ages
Kyoto Animation: Ajisai-hen,6,Magic,2,Kyoto Animation,G - All Ages
Inazuma Eleven Go: Chrono Stone,7,Sports,2,OLM,G - All Ages
Fate/Zero: Onegai! Einzbern Soudanshitsu,7,Comedy,2,ufotable,PG-13 - Teens 13 or older
Shinryaku!! Ika Musume,7,Slice of Life,2,Diomedéa,PG-13 - Teens 13 or older
Hunter x Hunter Movie 1: Phantom Rouge,7,Action,2,Madhouse,PG-13 - Teens 13 or older
FlashBack,7,Music,2,Unknown,PG-13 - Teens 13 or older
One Off,6,Slice of Life,2,TYO Animations,PG-13 - Teens 13 or older
Galaxy Angel Specials,7,Comedy,2,Madhouse,PG-13 - Teens 13 or older
Houkago no Tinker Bell,6,Comedy,2,Production Reed,PG-13 - Teens 13 or older
Kyoto Animation: Hoshi-hen,6,Fantasy,2,Kyoto Animation,G - All Ages
Henshin Gattai! 5 tsu no Atsuki Tamashii,4,Super,2,Gainax,G - All Ages
Tari Tari,7,Music,2,P.A. Works,PG-13 - Teens 13 or older
Fuse: Teppou Musume no Torimonochou,7,Action,2,TMS Entertainment,R - 17+ (violence & profanity)
Chouyaku Hyakuninisshu: Uta Koi.,7,Comedy,2,TYO Animations,PG-13 - Teens 13 or older
PistStar,5,Music,2,Unknown,PG-13 - Teens 13 or older
Cornelis,5,Comedy,2,Unknown,G - All Ages
Kyoto Animation: Hana-hen,6,Slice of Life,2,Kyoto Animation,G - All Ages
Kyoto Animation: Sora-hen,6,Slice of Life,2,Kyoto Animation,G - All Ages
Recorder to Randoseru Re♪,7,Comedy,2,Seven,PG-13 - Teens 13 or older
Inu x Boku SS Special,8,Comedy,2,David Production,PG-13 - Teens 13 or older
Doudou,6,Fantasy,2,Unknown,G - All Ages
Moyashimon Returns,7,Comedy,2,"Telecom Animation Film, Shirogumi",PG-13 - Teens 13 or older
Guilty Crown: Lost Christmas - An Episode of Port Town,7,Action,2,Production I.G,R - 17+ (violence & profanity)
Wheels,5,Comedy,2,Unknown,G - All Ages
PES: Peace Eco Smile,6,Slice of Life,2,Studio 4°C,G - All Ages
Sakasama no Patema: Beginning of the Day,7,Sci-Fi,2,"Studio Rikka, Purple Cow Studio Japan",PG-13 - Teens 13 or older
Shinpi no Hou,5,Adventure,2,HS Pictures Studio,G - All Ages
Shiawasette Naani,5,Fantasy,2,Kyoto Animation,PG - Children
Hyouka: Motsubeki Mono wa,7,Mystery,2,Kyoto Animation,PG-13 - Teens 13 or older
Uchuu Kyoudai: Apo's Dream,5,Comedy,2,Unknown,PG - Children
Tokyo Disney Resort: Yume ga Kanau Basho,6,Slice of Life,2,Production I.G,G - All Ages
Neo Satomi Hakkenden: Satomi-chanchi no Hachi Danshi,5,Comedy,2,Unknown,PG-13 - Teens 13 or older
Ryuugajou Nanana no Maizoukin,7,Comedy,2,A-1 Pictures,PG-13 - Teens 13 or older
Organic,5,Comedy,2,Unknown,PG - Children
Binbougami ga!,8,Comedy,2,Sunrise,PG-13 - Teens 13 or older
Rui no Masaiban,5,Demons,2,Unknown,PG-13 - Teens 13 or older
Nantokashite Alguard,5,Music,2,Unknown,G - All Ages
Guilty Crown: 4-koma Gekijou,7,Comedy,2,Production I.G,R - 17+ (violence & profanity)
The Four Seasons,6,Slice of Life,2,P.A. Works,G - All Ages
Natsuyuki Rendezvous,7,Supernatural,2,Doga Kobo,PG-13 - Teens 13 or older
Persona 4 the Animation: No One is Alone,8,Sci-Fi,2,AIC ASTA,PG-13 - Teens 13 or older
Robotics;Notes,7,Sci-Fi,2,Production I.G,PG-13 - Teens 13 or older
Psycho-Pass,8,Action,2,Production I.G,R - 17+ (violence & profanity)
Sayonara Zetsubou Sensei Special Omake,7,Comedy,2,Shaft,R - 17+ (violence & profanity)
Furiko,8,Music,2,Unknown,G - All Ages
Hi no Youjin,6,Historical,2,Sunrise,PG-13 - Teens 13 or older
Little Busters!,8,Slice of Life,2,J.C.Staff,PG-13 - Teens 13 or older
Ore no Imouto ga Konnani Kawaii Wake ga Nai.,7,Comedy,2,A-1 Pictures,PG-13 - Teens 13 or older
Naruto: Shippuuden Movie 6 - Road to Ninja,8,Action,2,Studio Pierrot,PG-13 - Teens 13 or older
Owari no Chronicle,5,Action,2,Unknown,PG-13 - Teens 13 or older
Otome Nadeshiko Koi Techou,6,Historical,2,Unknown,G - All Ages
Taisei Kensetsu: Bosporus Kaikyou Tunnel,6,Drama,2,Unknown,G - All Ages
Ao no Exorcist Movie Special,7,Parody,2,Unknown,PG-13 - Teens 13 or older
Tottoko Hamtarou Hai!,7,Kids,2,Unknown,PG - Children
Nekogami Yaoyorozu Specials,6,Comedy,2,AIC PLUS+,PG-13 - Teens 13 or older
Taisei Kensetsu: Shin Doha Kokusai Kuukou,6,Drama,2,Unknown,G - All Ages
Ippatsu Hicchuu!! Devander,6,Action,2,Tatsunoko Production,G - All Ages
Rinne no Lagrange: Kamogawa Days,7,Slice of Life,2,Xebec,PG-13 - Teens 13 or older
Koukyoushihen Eureka Seven: New Order,7,Adventure,2,Bones,PG-13 - Teens 13 or older
Shanshui Qing,7,Music,2,Unknown,G - All Ages
Sakura-sou no Pet na Kanojo,8,Slice of Life,2,J.C.Staff,PG-13 - Teens 13 or older
Junjou Romantica OVA,8,Comedy,2,Studio Deen,PG-13 - Teens 13 or older
Little Nemo Pilot,6,Adventure,2,TMS Entertainment,G - All Ages
Fashion no Hajimari,5,Comedy,2,Unknown,G - All Ages
The Green Wind,5,Fantasy,2,Unknown,G - All Ages
Pokemon: Meloetta no Kirakira Recital,6,Adventure,2,OLM,PG - Children
Nagareboshi Lens,7,Romance,2,Kinema Citrus,G - All Ages
Marimo no Hana: Saikyou Butouha Shougakusei Densetsu,5,Action,2,Kinema Citrus,G - All Ages
Detective Conan Bonus File: Fantasista Flower,7,Comedy,2,Unknown,G - All Ages
Detective Conan OVA 12: The Miracle of Excalibur,7,Police,2,TMS Entertainment,PG-13 - Teens 13 or older
Wild Adapter,6,Action,2,Anpro,R - 17+ (violence & profanity)
Souhaku Shisuferia,6,Music,2,Unknown,G - All Ages
Accel World: Acchel World.,6,Sci-Fi,2,J.C.Staff,PG-13 - Teens 13 or older
Arve Rezzle: Kikaijikake no Yousei-tachi,6,Action,2,Zexcs,R - 17+ (violence & profanity)
Sacred Seven: Shirogane no Tsubasa Picture Drama,6,Action,2,Sunrise,PG-13 - Teens 13 or older
Bishoujo Senshi Sailor Moon: Sailor Stars - Hero Club,7,Adventure,2,Toei Animation,PG-13 - Teens 13 or older
Houkago Midnighters,6,Fantasy,2,Unknown,G - All Ages
Accel World EX,7,Action,2,Sunrise,PG-13 - Teens 13 or older
Dennou Coil Recaps,6,Sci-Fi,2,Madhouse,G - All Ages
Thermae Romae x LOFT Collaboration,6,Comedy,2,DLE,PG-13 - Teens 13 or older
Thermae Romae x Asahi Shimbun Digital Collaboration,6,Comedy,2,DLE,PG-13 - Teens 13 or older
Thermae Romae x Yoyogi Animation Gakuin Collaboration,6,Comedy,2,DLE,PG-13 - Teens 13 or older
663114,5,Fantasy,2,Unknown,G - All Ages
Thermae Romae: Kodai Romajin ga Uchuu e,6,Space,2,DLE,PG-13 - Teens 13 or older
Goulart Knights: Evoked the Beginning White,6,Action,2,Studio Blanc,PG-13 - Teens 13 or older
"Akai Shouzou: Char, Soshite Frontal e",6,Drama,2,Sunrise,PG-13 - Teens 13 or older
R²: Rise R to the Second Power,5,Music,2,Unknown,PG-13 - Teens 13 or older
Mangirl!,6,Comedy,2,Doga Kobo,PG-13 - Teens 13 or older
Kimagure Orange☆Road: Tanabata Special,7,Shounen,2,Studio Pierrot,PG-13 - Teens 13 or older
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu,6,Comedy,2,AIC Classic,PG-13 - Teens 13 or older
Zetsuen no Tempest,8,Action,2,Bones,PG-13 - Teens 13 or older
Blood-C: None-None Gekijou,6,Comedy,2,Studio PuYUKAI,PG-13 - Teens 13 or older
Pokemon Best Wishes! Season 2,6,Action,2,OLM,PG - Children
Kamen Rider Fourze x Crayon Shin-chan,6,Action,2,Unknown,G - All Ages
Blood-C: Special Edition,7,Action,2,Production I.G,R - 17+ (violence & profanity)
Pokemon Black and White 2: Introduction Movie,7,Action,2,OLM,PG - Children
Otogi no Kuni no Birthday,5,Kids,2,Unknown,G - All Ages
Girls & Panzer,8,Action,2,Actas,PG-13 - Teens 13 or older
"Hanayaka Nari, Waga Ichizoku: Kinetograph",6,Historical,2,"Anpro, teamKG",PG-13 - Teens 13 or older
Hanasaku Iroha: Home Sweet Home,8,Comedy,2,P.A. Works,PG-13 - Teens 13 or older
Oedo wa Nemurenai!,6,Fantasy,2,Madhouse,PG-13 - Teens 13 or older
Aitsu to Lullaby: Suiyobi no Cinderella,6,Romance,2,Studio Pierrot,PG-13 - Teens 13 or older
Tasogare Otome x Amnesia: Taima Otome,8,Horror,2,SILVER LINK.,R - 17+ (violence & profanity)
Tonari no Kaibutsu-kun,8,Slice of Life,2,Brain's Base,PG-13 - Teens 13 or older
Akuemon,6,Fantasy,2,Tezuka Productions,PG-13 - Teens 13 or older
Salad Land,5,Fantasy,2,Unknown,G - All Ages
Busou Shinki,6,Action,2,8bit,PG-13 - Teens 13 or older
Lunn wa Kaze no Naka,6,Drama,2,Tezuka Productions,G - All Ages
Persona 4 the Animation: The Factor of Hope,7,Adventure,2,AIC ASTA,PG-13 - Teens 13 or older
Chitose Get You!!,6,Comedy,2,SILVER LINK.,PG-13 - Teens 13 or older
Sukitte Ii na yo.,7,Drama,2,Zexcs,PG-13 - Teens 13 or older
Nerawareta Gakuen,7,Romance,2,Sunrise,PG-13 - Teens 13 or older
Computer Kakumei: Saikyou x Saisoku no Zunou Tanjou,6,Sci-Fi,2,Production I.G,PG-13 - Teens 13 or older
Tanken Driland,6,Adventure,2,Toei Animation,PG - Children
Btooom!,7,Action,2,Madhouse,R - 17+ (violence & profanity)
Ryo,6,Action,2,Gonzo,PG-13 - Teens 13 or older
Little Witch Academia,8,Adventure,2,Trigger,PG-13 - Teens 13 or older
Death Billiards,8,Game,2,Madhouse,R - 17+ (violence & profanity)
Yama no Susume,7,Adventure,2,8bit,PG-13 - Teens 13 or older
Vocaloid China Project Senden Animation,6,Music,2,Unknown,G - All Ages
Tenshi na Konamaiki Specials,6,Shounen,2,TMS Entertainment,G - All Ages
Arata naru Sekai: World's/Start/Load/End,6,Sci-Fi,2,Madhouse,PG-13 - Teens 13 or older
Chihayafuru 2,8,Drama,2,Madhouse,PG-13 - Teens 13 or older
Persona 3 the Movie 1: Spring of Birth,8,Action,2,AIC ASTA,R - 17+ (violence & profanity)
K,8,Action,2,GoHands,PG-13 - Teens 13 or older
Mahoutsukai Nara Miso wo Kue!,5,Magic,2,AIC,PG-13 - Teens 13 or older
Minami-ke Tadaima,8,Comedy,2,feel.,PG-13 - Teens 13 or older
Magi: The Labyrinth of Magic,8,Action,2,A-1 Pictures,PG-13 - Teens 13 or older
Sasami-san@Ganbaranai,7,Comedy,2,Shaft,PG-13 - Teens 13 or older
Neko Ramen: Ore no Shouyu Aji,6,Comedy,2,Unknown,G - All Ages
Medaka Box Abnormal,7,Action,2,"Gainax, Asahi Production",PG-13 - Teens 13 or older
Super Majingga 3,5,Action,2,Unknown,PG - Children
Cinnamon no Parade,6,Fantasy,2,Unknown,G - All Ages
Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo,5,Comedy,2,AIC Frontier,PG-13 - Teens 13 or older
Minami-ke Omatase,7,Comedy,2,feel.,PG-13 - Teens 13 or older
Rinne no Lagrange Specials,6,Comedy,2,"Production I.G, Xebec",PG-13 - Teens 13 or older
Stranger: Mukou Hadan Pilot,7,Action,2,Bones,R - 17+ (violence & profanity)
Recorder to Randoseru,7,Comedy,2,Seven,PG-13 - Teens 13 or older
Hiiro no Kakera Dai Ni Shou,7,Fantasy,2,Studio Deen,PG-13 - Teens 13 or older
Tantei Opera Milky Holmes: Alternative,7,Comedy,2,"J.C.Staff, Artland",PG-13 - Teens 13 or older
Hayate no Gotoku! Can't Take My Eyes Off You,7,Comedy,2,Manglobe,PG-13 - Teens 13 or older
Rinne no Lagrange: Kamogawa Memoria,6,Action,2,"Production I.G, Xebec",PG-13 - Teens 13 or older
Onegai☆Teacher: Reminiscence Disc,7,Comedy,2,Unknown,PG-13 - Teens 13 or older
Yurumates 3D Plus,6,Comedy,2,C2C,PG-13 - Teens 13 or older
Kamisama Hajimemashita,8,Comedy,2,TMS Entertainment,PG-13 - Teens 13 or older
JoJo no Kimyou na Bouken (TV),8,Action,2,David Production,R - 17+ (violence & profanity)
Detective Conan Movie 17: Private Eye in the Distant Sea,8,Adventure,2,TMS Entertainment,G - All Ages
Chuunibyou demo Koi ga Shitai!,8,Slice of Life,2,Kyoto Animation,PG-13 - Teens 13 or older
Nara Shika Monogatari,5,Comedy,2,Unknown,G - All Ages
Ore no Kanojo to Osananajimi ga Shuraba Sugiru,7,Comedy,2,A-1 Pictures,PG-13 - Teens 13 or older
Bishoujo Senshi Sailor Moon Crystal,7,Demons,2,Toei Animation,PG-13 - Teens 13 or older
Hori-san to Miyamura-kun,7,Comedy,2,"Gonzo, Hoods Entertainment",PG-13 - Teens 13 or older
Ixion Saga DT,7,Action,2,Brain's Base,PG-13 - Teens 13 or older
Kara no Kyoukai: Mirai Fukuin,8,Drama,2,ufotable,R - 17+ (violence & profanity)
GJ-bu,7,Comedy,2,Doga Kobo,PG-13 - Teens 13 or older
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,8,Slice of Life,2,Brain's Base,PG-13 - Teens 13 or older
Mouretsu Pirates: Abyss of Hyperspace,7,Sci-Fi,2,Satelight,PG-13 - Teens 13 or older
D.C.III: Da Capo III,7,Ecchi,2,Kazami Gakuen Koushiki Douga-bu,PG-13 - Teens 13 or older
Fate/kaleid liner Prisma☆Illya,7,Action,2,SILVER LINK.,PG-13 - Teens 13 or older
Maoyuu Maou Yuusha,7,Adventure,2,Arms,PG-13 - Teens 13 or older
The iDOLM@STER Shiny Festa,7,Comedy,2,A-1 Pictures,PG-13 - Teens 13 or older
Dragon Ball Z Movie 14: Kami to Kami,7,Action,2,Toei Animation,PG-13 - Teens 13 or older
Tsukumo,7,Supernatural,2,Sunrise,PG-13 - Teens 13 or older
Eureka Seven AO: Jungfrau no Hanabana-tachi,6,Action,2,Bones,PG-13 - Teens 13 or older
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu OVA,6,Comedy,2,AIC Classic,PG-13 - Teens 13 or older
Battle Spirits: Sword Eyes,7,Game,2,Sunrise,PG - Children
RDG: Red Data Girl,7,Fantasy,2,P.A. Works,PG-13 - Teens 13 or older
Pokemon: Utae Meloetta - Rinka no Mi wo Sagase!,6,Adventure,2,Unknown,PG - Children
AKB0048: Next Stage,8,Music,2,Satelight,PG-13 - Teens 13 or older
Onegai My Melody: Yuu & Ai,6,Fantasy,2,Studio Comet,PG - Children
Yurumates 3D OVA,6,Slice of Life,2,Unknown,PG-13 - Teens 13 or older
Wonderful Rush,7,Music,2,Sunrise,PG-13 - Teens 13 or older
Shakugan no Shana: Friagne & Marianne no Naze Nani Shana! Nandemo Shitsumonbako! 2,6,Comedy,2,Unknown,PG-13 - Teens 13 or older
Chousoku Henkei Gyrozetter,6,Action,2,A-1 Pictures,G - All Ages
Kyou no Asuka Show,7,Comedy,2,SILVER LINK.,PG-13 - Teens 13 or older
Yuki no Taiyou Pilot,5,Drama,2,Studio Ghibli,PG - Children
Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,7,Mystery,2,Asread,R - 17+ (violence & profanity)
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,8,Slice of Life,2,A-1 Pictures,PG-13 - Teens 13 or older
Haitai Nanafa,6,Comedy,2,Passione,G - All Ages
Litchi DE Hikari Club,5,Comedy,2,Kachidoki Studio,PG-13 - Teens 13 or older
Love Live! School Idol Project,7,Music,2,Sunrise,PG-13 - Teens 13 or older
Initial D Fifth Stage,8,Action,2,SynergySP,PG-13 - Teens 13 or older
Aikatsu!,7,Music,2,"Sunrise, Bandai Namco Pictures",PG - Children
Tabisuru Nuigurumi: Traveling Daru,7,Kids,2,Unknown,G - All Ages
Cuticle Tantei Inaba,7,Action,2,Zexcs,PG-13 - Teens 13 or older
Kami nomi zo Shiru Sekai: Tenri-hen,8,Comedy,2,Manglobe,PG-13 - Teens 13 or older
Senran Kagura,6,Action,2,Artland,PG-13 - Teens 13 or older
Teekyuu,7,Comedy,2,MAPPA,PG-13 - Teens 13 or older
Sakura Taisen: Kanadegumi,6,Music,2,A-1 Pictures,PG-13 - Teens 13 or older
Entotsuya Peroo,6,Kids,2,Unknown,G - All Ages
Tsuki no Miya no Oujo-sama,6,Kids,2,Unknown,G - All Ages
Fantastic Children: Befort no Kodomo-tachi no Sonogo,7,Slice of Life,2,Nippon Animation,G - All Ages
Macross FB7: Ore no Uta wo Kike!,6,Action,2,Satelight,PG-13 - Teens 13 or older
Hetalia: The Beautiful World,8,Comedy,2,Studio Deen,PG-13 - Teens 13 or older
Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,8,Action,2,Sunrise,R - 17+ (violence & profanity)
Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu,7,Action,2,Sunrise,R - 17+ (violence & profanity)
Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku kara,7,Action,2,Sunrise,R - 17+ (violence & profanity)
.hack//Versus: The Thanatos Report,6,Action,2,Unknown,PG-13 - Teens 13 or older
Kono Sekai no Katasumi ni,8,Historical,2,MAPPA,PG-13 - Teens 13 or older
Kira Kira 5th Anniversary Live Anime: Kick Start Generation,6,Music,2,SILVER LINK.,G - All Ages
Smile Precure! Movie: Ehon no Naka wa Minna Chiguhagu!,7,Fantasy,2,Toei Animation,G - All Ages
Wooser no Sono Higurashi,6,Slice of Life,2,SANZIGEN,G - All Ages
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,8,Action,2,Diomedéa,PG-13 - Teens 13 or older
One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,8,Action,2,Toei Animation,PG-13 - Teens 13 or older
Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,9,Action,2,Sunrise,PG-13 - Teens 13 or older
Meitantei Holmes: Aoi Ruby no Maki / Kaitei no Zaihou no Maki,7,Adventure,2,TMS Entertainment,G - All Ages
Kyousou Giga (2012),7,Action,2,Toei Animation,PG-13 - Teens 13 or older
Kotoura-san,7,Comedy,2,AIC Classic,PG-13 - Teens 13 or older
Kremlin,5,Comedy,2,DLE,PG-13 - Teens 13 or older
Arcana Famiglia: Capriccio - stile Arcana Famiglia,7,Romance,2,J.C.Staff,PG-13 - Teens 13 or older
Gintama': Enchousen,9,Action,2,Sunrise,PG-13 - Teens 13 or older
Antinotice,6,Music,2,Unknown,PG-13 - Teens 13 or older
Natsu-iro Kiseki: 15-kaime no Natsuyasumi,7,Slice of Life,2,Sunrise,PG-13 - Teens 13 or older
"Kono Danshi, Ningyo Hiroimashita.",7,Fantasy,2,CoMix Wave Films,PG-13 - Teens 13 or older
Shinryaku! Ika Musume: Kore ga Umi e no Ai Jana-ika!,6,Music,2,Diomedéa,PG-13 - Teens 13 or older
Sakura,5,Fantasy,2,Unknown,G - All Ages
Kuroko no Basket NG-shuu,8,Comedy,2,Production I.G,PG-13 - Teens 13 or older
Yu☆Gi☆Oh! Zexal Second,7,Action,2,Gallop,PG-13 - Teens 13 or older
Shining Hearts: Shiawase no Pan Specials,6,Fantasy,2,Production I.G,PG-13 - Teens 13 or older
Bokura no Hero,5,Music,2,Unknown,G - All Ages
24H,5,Music,2,"Polygon Pictures, W+K Tokyo, Welz Animation Studios",PG-13 - Teens 13 or older
Wamono,5,Music,2,Unknown,PG-13 - Teens 13 or older
Yakimochi Caprice,5,Slice of Life,2,AIC,G - All Ages
Yumekuri,5,Seinen,2,Diomedéa,PG-13 - Teens 13 or older
Oshiri Kajiri Mushi (TV),5,Comedy,2,Kinema Citrus,G - All Ages
Cross Fight B-Daman eS,6,Game,2,SynergySP,G - All Ages
Hello Kitty no Fushigi no Kuni no Alice,6,Fantasy,2,Unknown,G - All Ages
Date A Live,7,Sci-Fi,2,AIC PLUS+,R - 17+ (violence & profanity)
Joshiraku OVA,7,Slice of Life,2,J.C.Staff,PG-13 - Teens 13 or older
Ai no Wakakusa Monogatari Specials,6,Drama,2,Nippon Animation,G - All Ages
Cardfight!! Vanguard: Link Joker-hen,7,Action,2,TMS Entertainment,PG-13 - Teens 13 or older
Hakkenden: Touhou Hakken Ibun,7,Action,2,Studio Deen,PG-13 - Teens 13 or older
Jinrui wa Suitai Shimashita Specials,7,Comedy,2,AIC ASTA,PG-13 - Teens 13 or older
Code:Breaker OVA,7,Action,2,Kinema Citrus,R - 17+ (violence & profanity)
Puchimas!: Petit iDOLM@STER,7,Comedy,2,Gathering,PG-13 - Teens 13 or older
Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen,7,Action,2,Sunrise,PG-13 - Teens 13 or older
Stay the Same,6,Music,2,Unknown,G - All Ages
Kero Kero Keroppi no Gulliver no Bouken,6,Adventure,2,Unknown,G - All Ages
Tell Your World,7,Music,2,Unknown,G - All Ages
Chuunibyou demo Koi ga Shitai! Lite,7,Comedy,2,Kyoto Animation,PG-13 - Teens 13 or older
Nekomonogatari: Kuro,8,Comedy,2,Shaft,R - 17+ (violence & profanity)
Haiyore! Nyaruko-san W,7,Sci-Fi,2,Xebec,PG-13 - Teens 13 or older
